00168,1376219600.343850,1376225170.037353,2013-223T11:13:20.343,2013-223T12:46:10.037,60.112919
00169,1376225170.037353,1376230739.696679,2013-223T12:46:10.037,2013-223T14:18:59.696,36.522740
00170,1376230739.696679,1376236309.341940,2013-223T14:18:59.696,2013-223T15:51:49.341,12.933223
00171,1376236309.341940,1376241878.923734,2013-223T15:51:49.341,2013-223T17:24:38.923,-10.655981
00172,1376241878.923734,1376247448.483160,2013-223T17:24:38.923,2013-223T18:57:28.483,-34.244853
00173,1376247448.483160,1376253018.069509,2013-223T18:57:28.483,2013-223T20:30:18.069,-57.834968
00174,1376253018.069509,1376258587.731642,2013-223T20:30:18.069,2013-223T22:03:07.731,-81.426401
00175,1376258587.731642,1376264157.377937,2013-223T22:03:07.731,2013-223T23:35:57.377,-105.018843
00176,1376264157.377937,1376269726.997503,2013-223T23:35:57.377,2013-224T01:08:46.997,-128.609237
00177,1376269726.997503,1376275296.573296,2013-224T01:08:46.997,2013-224T02:41:36.573,-152.198730
00178,1376275296.573296,1376280866.152295,2013-224T02:41:36.573,2013-224T04:14:26.152,-175.786979
00179,1376280866.152295,1376286435.772572,2013-224T04:14:26.152,2013-224T05:47:15.772,160.624950
00180,1376286435.772572,1376292005.389119,2013-224T05:47:15.772,2013-224T07:20:05.389,137.035723
00181,1376292005.389119,1376297574.928938,2013-224T07:20:05.389,2013-224T08:52:54.928,113.446292
00182,1376297574.928938,1376303144.562565,2013-224T08:52:54.928,2013-224T10:25:44.562,89.857940
00183,1376303144.562565,1376308714.223118,2013-224T10:25:44.562,2013-224T11:58:34.223,66.267749
00184,1376308714.223118,1376314283.851414,2013-224T11:58:34.223,2013-224T13:31:23.851,42.677555
00185,1376314283.851414,1376319853.469556,2013-224T13:31:23.851,2013-224T15:04:13.469,19.088181
00186,1376319853.469556,1376325423.022933,2013-224T15:04:13.469,2013-224T16:37:03.022,-4.501005
00187,1376325423.022933,1376330992.541185,2013-224T16:37:03.022,2013-224T18:09:52.541,-28.089674
00188,1376330992.541185,1376336562.075715,2013-224T18:09:52.541,2013-224T19:42:42.075,-51.679054
00189,1376336562.075715,1376342131.670782,2013-224T19:42:42.075,2013-224T21:15:31.670,-75.270133
00190,1376342131.670782,1376347701.287138,2013-224T21:15:31.670,2013-224T22:48:21.287,-98.862429
00191,1376347701.287138,1376353270.863304,2013-224T22:48:21.287,2013-225T00:21:10.863,-122.453323
00192,1376353270.863304,1376358840.405898,2013-225T00:21:10.863,2013-225T01:54:00.405,-146.042836
00193,1376358840.405898,1376364409.931191,2013-225T01:54:00.405,2013-225T03:26:49.931,-169.631190
00194,1376364409.931191,1376369979.493986,2013-225T03:26:49.931,2013-225T04:59:39.493,166.781075
